Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
1071,20,RL,72,10152,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1956,1956,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,586,Unf,0,462,1048,Y,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956,Unf,1,286,TA,TA,Y,0,2007,135000
1072,60,RL,78,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,2Story,6,6,1968,1968,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,298,Unf,0,429,727,Y,829,727,0,1556,0,0,1,1,4,1,TA,8,Typ,0,NA,Attchd,1968,Unf,2,441,TA,TA,Y,0,2009,154000
1073,50,RL,50,7585,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,1.5Fin,5,3,1948,1950,CompShg,MetalSd,MetalSd,Fa,Fa,Mn,Unf,0,Unf,0,810,810,Y,1002,454,0,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954,Unf,1,280,TA,TA,P,0,2006,91500
1074,60,RL,75,7950,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,6,1977,1977,CompShg,HdBoard,Plywood,TA,TA,No,BLQ,535,Unf,0,155,690,Y,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1977,Fin,2,440,TA,TA,Y,252,2009,159500
1075,20,RL,74,8556,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,1240,1240,Y,1240,0,0,1240,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2006,RFn,3,826,TA,TA,Y,140,2007,194000
1076,70,RL,75,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,6,1940,1984,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,410,Unf,0,390,800,Y,960,780,0,1740,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940,Unf,1,240,TA,TA,Y,0,2007,219500
1077,50,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,8,1936,1989,CompShg,Wd Sdng,Wd Sdng,Fa,TA,No,ALQ,626,Unf,0,170,796,Y,1096,370,0,1466,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950,Unf,2,566,TA,TA,Y,436,2006,170000
1078,20,RL,NA,15870,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,1969,1969,CompShg,VinylSd,Plywood,TA,TA,Mn,BLQ,75,Rec,791,230,1096,Y,1096,0,0,1096,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1969,Fin,1,299,TA,TA,Y,240,2006,138800
1079,120,RM,37,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,Mn,GLQ,662,Unf,0,186,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004,RFn,2,420,TA,TA,Y,140,2006,155900
1080,20,RL,65,8775,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1994,1994,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,495,Unf,0,495,990,Y,990,0,0,990,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1996,Unf,1,299,TA,TA,Y,0,2007,126000
1081,20,RL,80,11040,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,7,1971,2004,CompShg,VinylSd,VinylSd,TA,TA,No,ALQ,656,Unf,0,602,1258,Y,1258,0,0,1258,0,1,2,0,3,1,Gd,5,Typ,0,NA,Attchd,1971,RFn,2,528,TA,TA,Y,55,2008,145000
1082,20,RL,75,7500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,5,5,1963,1963,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,824,Unf,0,216,1040,Y,1040,0,0,1040,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1963,Fin,1,308,TA,TA,Y,0,2010,133000
1083,20,RL,70,8749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2002,2002,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1459,1459,Y,1459,0,0,1459,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002,RFn,2,527,TA,TA,Y,192,2007,192000
1084,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1964,1964,CompShg,HdBoard,HdBoard,TA,TA,No,BLQ,553,Unf,0,698,1251,Y,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964,RFn,1,461,TA,TA,Y,0,2006,160000
1085,60,RL,NA,13031,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,6,5,1995,1996,CompShg,HdBoard,HdBoard,Gd,TA,No,ALQ,592,Unf,0,99,691,Y,691,807,0,1498,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,409,TA,TA,Y,315,2006,187500
1086,85,RL,73,9069,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SFoyer,6,6,1992,1992,CompShg,HdBoard,HdBoard,Gd,TA,Av,GLQ,747,Unf,0,189,936,Y,996,0,0,996,1,0,1,0,2,1,Gd,5,Typ,0,NA,Attchd,1992,Unf,2,564,TA,TA,Y,120,2010,147000
1087,160,RM,NA,1974,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,4,5,1973,1973,CompShg,CemntBd,CmentBd,TA,TA,No,BLQ,334,Unf,0,212,546,Y,546,546,0,1092,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1973,RFn,1,286,TA,TA,Y,120,2010,83500
1088,60,FV,85,10574,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2005,2006,CompShg,VinylSd,VinylSd,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,Y,1082,871,0,1953,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005,RFn,3,1043,TA,TA,Y,160,2009,252000
1089,160,RM,24,2522,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,970,970,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0,2006,137500
1090,120,FV,37,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2005,2005,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,1039,Unf,0,208,1247,Y,1247,0,0,1247,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005,Fin,2,550,TA,TA,Y,0,2006,197000
1091,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Duplex,1Story,3,4,1950,1950,CompShg,BrkFace,BrkFace,NA,NA,NA,NA,0,NA,0,0,0,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1987,Unf,2,400,TA,TA,Y,0,2009,92900
1092,160,FV,24,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,7,5,1999,2000,CompShg,MetalSd,MetalSd,Gd,TA,No,BLQ,510,Unf,0,90,600,Y,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,1999,Unf,2,462,TA,TA,Y,0,2008,160000
1093,50,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,5,1925,1950,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,423,Unf,0,758,1181,Y,1390,304,0,1694,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925,Unf,2,576,TA,TA,Y,342,2008,136500
1094,20,RL,71,9230,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,5,8,1965,1998,CompShg,MetalSd,MetalSd,TA,TA,Mn,GLQ,661,Unf,0,203,864,Y,1200,0,0,1200,1,0,1,1,1,1,Gd,6,Typ,0,NA,Detchd,1977,Unf,2,884,TA,TA,Y,0,2006,146000
1095,20,RL,74,5868,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1956,2000,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,248,Rec,240,448,936,Y,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1956,Fin,1,308,TA,TA,Y,0,2010,129000
1096,20,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,24,Unf,0,1290,1314,Y,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,440,TA,TA,Y,0,2007,176432
1097,70,RM,60,6882,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,7,1914,2006,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,684,684,Y,773,582,0,1355,0,0,1,1,3,1,Gd,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,136,2007,127000
1098,120,RL,NA,3696,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,1986,1986,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,1074,1074,Y,1088,0,0,1088,0,0,1,1,2,1,Gd,5,Typ,0,NA,Attchd,1987,RFn,2,461,TA,TA,Y,0,2007,170000
1099,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,6,1936,1950,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,672,Unf,0,0,672,Y,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,240,TA,TA,Y,0,2009,128000
1100,20,RL,82,11880,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,1Story,7,5,1978,1978,CompShg,Plywood,Plywood,Gd,TA,No,ALQ,704,Unf,0,567,1271,Y,1601,0,0,1601,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1978,RFn,2,478,TA,TA,Y,0,2009,157000
1101,30,RL,60,8400,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,1Fam,1Story,2,5,1920,1950,CompShg,Wd Sdng,Wd Sdng,TA,Fa,No,Rec,290,Unf,0,0,290,N,438,0,0,438,0,0,1,0,1,1,Fa,3,Typ,0,NA,Detchd,1930,Unf,1,246,TA,TA,N,0,2009,60000
1102,20,RL,61,9758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1971,1971,CompShg,HdBoard,MetalSd,TA,TA,No,BLQ,412,LwQ,287,251,950,Y,950,0,0,950,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1981,Unf,1,280,TA,TA,Y,0,2007,119500
1103,20,RL,70,7000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1960,2002,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,588,Unf,0,422,1010,Y,1134,0,0,1134,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1960,RFn,1,254,TA,TA,Y,0,2007,135000
1104,20,RL,79,8910,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,6,1959,1959,CompShg,BrkFace,BrkFace,TA,TA,Mn,ALQ,655,Unf,0,0,655,Y,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954,Fin,2,539,TA,TA,Y,0,2006,159500
1105,160,RM,24,2016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,5,5,1970,1970,CompShg,HdBoard,HdBoard,TA,TA,No,Unf,0,Unf,0,630,630,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,440,TA,TA,Y,0,2007,106000
1106,60,RL,98,12256,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,8,5,1994,1995,CompShg,HdBoard,HdBoard,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,Y,1500,1122,0,2622,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,1994,RFn,2,712,TA,TA,Y,186,2010,325000
1107,20,RL,114,10357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,7,5,1990,1991,CompShg,HdBoard,HdBoard,Gd,TA,Mn,GLQ,738,Unf,0,172,910,Y,1442,0,0,1442,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1990,Fin,2,719,TA,TA,Y,0,2007,179900
1108,60,RL,168,23257,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,Ex,Gd,No,Unf,0,Unf,0,868,868,Y,887,1134,0,2021,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,2006,RFn,2,422,TA,TA,Y,0,2006,274725
1109,60,RL,NA,8063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,924,924,Y,948,742,0,1690,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,RFn,2,463,TA,TA,Y,100,2007,181000
1110,20,RL,107,11362,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2004,2005,CompShg,MetalSd,MetalSd,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,Y,1836,0,0,1836,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,862,TA,TA,Y,125,2009,280000
1111,60,RL,NA,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1995,1996,CompShg,HdBoard,HdBoard,Gd,TA,No,GLQ,219,Unf,0,554,773,Y,773,885,0,1658,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1995,Fin,2,431,TA,TA,Y,224,2008,188000
1112,60,RL,80,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,6,1976,1976,CompShg,Plywood,Plywood,TA,TA,No,ALQ,403,Unf,0,400,803,Y,1098,866,0,1964,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1976,RFn,2,483,TA,TA,Y,0,2008,205000
1113,20,RL,73,7100,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,7,1957,1957,CompShg,WdShing,Wd Shng,TA,TA,No,GLQ,708,Unf,0,108,816,Y,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,1,308,TA,TA,Y,0,2006,129900
1114,20,RL,66,8923,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1953,2006,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,643,Unf,0,365,1008,Y,1008,0,0,1008,1,0,1,0,2,1,Gd,6,Typ,0,NA,Attchd,1953,Unf,1,240,TA,TA,Y,0,2007,134500
1115,20,RL,90,5400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1954,2000,CompShg,MetalSd,MetalSd,TA,TA,No,Rec,415,Unf,0,418,833,Y,833,0,0,833,0,0,1,0,2,1,Gd,4,Typ,0,NA,Detchd,1955,Unf,1,326,TA,TA,Y,0,2006,117000
1116,20,RL,93,12085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2007,2007,CompShg,VinylSd,VinylSd,Ex,TA,No,GLQ,1004,Unf,0,730,1734,Y,1734,0,0,1734,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2007,RFn,3,928,TA,TA,Y,0,2007,318000
1117,80,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,8,5,2002,2002,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,353,Unf,0,55,408,Y,779,640,0,1419,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2002,Fin,2,527,TA,TA,Y,120,2009,184100
1118,20,RL,57,9764,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Feedr,1Fam,1Story,5,7,1967,2003,CompShg,VinylSd,VinylSd,TA,TA,No,BLQ,702,Unf,0,192,894,Y,894,0,0,894,1,0,1,0,3,1,Gd,5,Typ,0,NA,Attchd,1967,RFn,2,450,TA,TA,Y,0,2008,130000
1119,80,RL,85,13825,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,5,6,1958,1987,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,533,533,Y,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,0,NA,BuiltIn,1958,RFn,1,300,TA,TA,Y,280,2008,140000
1120,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1959,1959,CompShg,BrkFace,Wd Sdng,TA,TA,No,LwQ,369,Unf,0,671,1040,Y,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,286,TA,TA,Y,140,2006,133700
1121,30,RM,59,8263,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,1Fam,1Story,6,5,1920,1950,CompShg,BrkFace,BrkFace,TA,TA,No,Unf,0,Unf,0,1012,1012,Y,1012,0,0,1012,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,1920,Unf,1,308,TA,TA,Y,0,2007,118400
1122,20,RL,84,10084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2005,2006,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,Y,1552,0,0,1552,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,782,TA,TA,Y,144,2006,212900
1123,20,RL,NA,8926,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,4,3,1956,1956,CompShg,AsbShng,AsbShng,TA,TA,No,Unf,0,Unf,0,672,672,Y,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,NA,Basment,1956,Unf,1,288,TA,TA,Y,64,2009,112000
1124,20,RL,50,9405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,9,1947,2008,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,698,698,Y,698,0,0,698,0,1,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2009,118000
1125,80,RL,NA,9125,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,7,5,1992,1992,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,384,384,Y,812,670,0,1482,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1992,Fin,2,392,TA,TA,Y,100,2007,163900
1126,20,RL,60,10434,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1955,1955,CompShg,Plywood,Plywood,TA,TA,No,Unf,0,Unf,0,1005,1005,Y,1005,0,0,1005,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977,Unf,2,672,Fa,Fa,Y,0,2009,115000
1127,120,RL,53,3684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1373,1373,Y,1555,0,0,1555,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2007,Fin,3,660,TA,TA,Y,143,2009,174000
1128,20,RL,182,14572,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,Y,1530,0,0,1530,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,3,630,TA,TA,Y,144,2007,259000
1129,60,RL,59,11796,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2004,2005,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,847,847,Y,847,1112,0,1959,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,2007,215000
1130,90,RM,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,SFoyer,5,5,1980,1980,CompShg,MetalSd,MetalSd,Gd,TA,Gd,GLQ,936,Unf,0,0,936,Y,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1980,Unf,2,672,TA,TA,Y,49,2007,140000
1131,50,RL,65,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,3,1928,1950,CompShg,WdShing,Plywood,TA,TA,No,BLQ,622,Unf,0,500,1122,Y,1328,653,0,1981,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981,Unf,2,576,TA,TA,Y,431,2009,135000
1132,20,RL,63,10712,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1991,1992,CompShg,HdBoard,HdBoard,Gd,TA,Mn,BLQ,212,Unf,0,762,974,Y,974,0,0,974,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2007,93500
1133,70,RM,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,4,1880,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,Mn,Unf,0,Unf,0,1008,1008,Y,1178,1032,0,2210,0,0,2,0,5,1,Fa,8,Typ,0,NA,Detchd,1930,Unf,1,205,Fa,TA,N,0,2007,117500
1134,60,RL,80,9828,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,1995,1995,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,584,Unf,0,544,1128,Y,1142,878,0,2020,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,466,TA,TA,Y,0,2009,239500
1135,60,RL,57,8773,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,916,916,Y,916,684,0,1600,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997,Fin,2,460,TA,TA,Y,100,2007,169000
1136,30,RM,60,6180,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,5,1926,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,960,960,N,986,0,0,986,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1926,Unf,1,180,TA,TA,Y,0,2007,102000
1137,50,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,5,1950,1950,CompShg,VinylSd,VinylSd,TA,TA,No,BLQ,280,Unf,0,752,1032,Y,1032,220,0,1252,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,288,TA,TA,Y,0,2008,119000
1138,50,RL,54,6342,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1.5Fin,5,8,1875,1996,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,780,780,N,780,240,0,1020,0,0,1,0,2,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2010,94000
1139,20,RL,NA,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Norm,1Fam,1Story,6,5,1977,1977,CompShg,Plywood,ImStucc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,Y,1567,0,0,1567,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1977,RFn,2,714,TA,TA,Y,264,2009,196000
1140,30,RL,98,8731,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1920,1950,CompShg,Stucco,Stucco,TA,TA,No,BLQ,645,Unf,0,270,915,Y,1167,0,0,1167,0,0,1,0,3,1,TA,6,Maj1,1,Gd,Detchd,1972,Unf,2,495,TA,TA,Y,0,2007,144000
1141,20,RL,60,7350,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,7,1951,1951,CompShg,HdBoard,HdBoard,TA,TA,Mn,ALQ,852,Unf,0,100,952,Y,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1988,Unf,2,840,TA,TA,Y,0,2008,139000
1142,60,RL,NA,10304,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,PosN,1Fam,2Story,5,7,1976,1976,CompShg,Plywood,Plywood,TA,TA,No,ALQ,381,Unf,0,399,780,Y,1088,780,0,1868,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1976,Unf,2,484,TA,TA,Y,448,2009,197500
1143,60,RL,77,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,Y,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,Typ,1,TA,BuiltIn,2006,RFn,3,1052,TA,TA,Y,125,2007,424870
1144,20,RL,NA,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,3,1959,1959,CompShg,Wd Sdng,Plywood,TA,TA,No,GLQ,288,Unf,0,718,1006,Y,1006,0,0,1006,0,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2008,80000
